head,relation,tail
控制试剂用量略微过量,appears_in,第四节 实验活动4
利用溶解、过滤和蒸发进行分离,appears_in,第四节 实验活动4
粗盐提纯中加入盐酸的目的,appears_in,第四节 实验活动4
不同价态含硫物质,appears_in,实验活动5
硫及其化合物的性质,appears_in,实验活动5
含硫物质的价态变化,appears_in,实验活动5
硫化钠溶液（Na2S 溶液）,appears_in,实验活动5
亚硫酸（H2SO3）溶液,appears_in,实验活动5
酸性高锰酸钾溶液,appears_in,实验活动5
NaOH 溶液吸收酸性气体,appears_in,实验活动5
浓硫酸的性质,appears_in,实验活动5
铜与浓硫酸的氧化还原反应,appears_in,实验活动5
铁与硫粉反应生成硫化亚铁,appears_in,实验活动5
硫粉的燃烧和化合反应,appears_in,实验活动5
氧化还原反应原理,appears_in,实验活动5
实验安全与通风,appears_in,实验活动5
含硫有毒气体及其危害,appears_in,实验活动5
利用氧化还原反应实现价态转化,appears_in,实验活动5
观察和记录实验现象,appears_in,实验活动5
设计与搭建简单气体制备与收集装置,appears_in,实验活动5
实验风险识别与防护,appears_in,实验活动5
Na2S 与 H2SO3、酸性 KMnO4 反应实验,appears_in,实验活动5
浓硫酸与铜片加热反应实验,appears_in,实验活动5
铁粉与硫粉混合加热反应实验,appears_in,实验活动5
含硫物质价态变化分析,appears_in,实验活动5
化学反应与能量变化,appears_in,第一节 化学反应与能量变化
热能,appears_in,第一节 化学反应与能量变化
放热反应,appears_in,第一节 化学反应与能量变化
吸热反应,appears_in,第一节 化学反应与能量变化
化学能,appears_in,第一节 化学反应与能量变化
化学键断裂与形成的能量变化,appears_in,第一节 化学反应与能量变化
反应物总能量和生成物总能量,appears_in,第一节 化学反应与能量变化
化学反应中的能量转化,appears_in,第一节 化学反应与能量变化
化石燃料,appears_in,第一节 化学反应与能量变化
能源消费与节能,appears_in,第一节 化学反应与能量变化
新能源,appears_in,第一节 化学反应与能量变化
火力发电的能量转化过程,appears_in,第一节 化学反应与能量变化
氧化还原反应中的电子转移,appears_in,第一节 化学反应与能量变化
原电池,appears_in,第一节 化学反应与能量变化
原电池的构成要素,appears_in,第一节 化学反应与能量变化
原电池中的正极和负极,appears_in,第一节 化学反应与能量变化
锌-铜-稀硫酸原电池反应,appears_in,第一节 化学反应与能量变化
化学电池,appears_in,第一节 化学反应与能量变化
锌锰干电池,appears_in,第一节 化学反应与能量变化
一次电池,appears_in,第一节 化学反应与能量变化
二次电池,appears_in,第一节 化学反应与能量变化
铅酸蓄电池,appears_in,第一节 化学反应与能量变化
锂离子电池,appears_in,第一节 化学反应与能量变化
燃料电池,appears_in,第一节 化学反应与能量变化
燃料电池与普通电池的区别,appears_in,第一节 化学反应与能量变化
车用能源与能量转化方式,appears_in,第一节 化学反应与能量变化
根据能量变化判断反应类型,appears_in,第一节 化学反应与能量变化
用化学键能解释化学反应的能量变化,appears_in,第一节 化学反应与能量变化
分析能量转化过程,appears_in,第一节 化学反应与能量变化
根据原电池原理设计电池,appears_in,第一节 化学反应与能量变化
比较不同能源或电池的优劣,appears_in,第一节 化学反应与能量变化
盐酸与镁反应的温度变化实验（实验6-1）,appears_in,第一节 化学反应与能量变化
氢氧化钡与氯化铵反应的吸热实验（实验6-2）,appears_in,第一节 化学反应与能量变化
锌-铜-稀硫酸原电池实验（实验6-3）,appears_in,第一节 化学反应与能量变化
判断反应为放热或吸热,appears_in,第一节 化学反应与能量变化
化学反应速率,appears_in,第二节 化学反应的速率与限度
影响化学反应速率的因素,appears_in,第二节 化学反应的速率与限度
反应物浓度对反应速率的影响,appears_in,第二节 化学反应的速率与限度
温度对反应速率的影响,appears_in,第二节 化学反应的速率与限度
压强与气体浓度、反应速率的关系,appears_in,第二节 化学反应的速率与限度
固体表面积对反应速率的影响,appears_in,第二节 化学反应的速率与限度
催化剂,appears_in,第二节 化学反应的速率与限度
酶,appears_in,第二节 化学反应的速率与限度
可逆反应,appears_in,第二节 化学反应的速率与限度
化学平衡状态,appears_in,第二节 化学反应的速率与限度
化学反应的限度,appears_in,第二节 化学反应的速率与限度
反应物转化率,appears_in,第二节 化学反应的速率与限度
化学反应条件的控制,appears_in,第二节 化学反应的速率与限度
合成氨反应及其条件选择,appears_in,第二节 化学反应的速率与限度
炼铁高炉中 CO 相关平衡,appears_in,第二节 化学反应的速率与限度
正反应速率与逆反应速率的变化,appears_in,第二节 化学反应的速率与限度
催化氧化 SO2 制硫酸中 SO2 的可逆反应,appears_in,第二节 化学反应的速率与限度
变量控制法,appears_in,第二节 化学反应的速率与限度
通过调控反应条件优化生产,appears_in,第二节 化学反应的速率与限度
用图像分析反应速率与时间的关系,appears_in,第二节 化学反应的速率与限度
温度对 H2O2 分解速率的影响实验,appears_in,第二节 化学反应的速率与限度
浓度对反应速率影响的学生设计实验,appears_in,第二节 化学反应的速率与限度
镁与不同浓度盐酸反应速率的压强传感器实验,appears_in,第二节 化学反应的速率与限度
"5. 下列关于化学平衡状态的叙述错误的是（ ）。
A. 化学平衡是所有可逆反应都存在的一种状态  
B. 在给定条件下, 达到平衡时可逆反应完成程度达到最大  
C. 达到平衡时, 正、逆反应速率均为零  
D. 达到平衡时, 反应物和生成物的浓度不再发生变化",appears_in,第二节 化学反应的速率与限度
"7. 工业制硫酸中的一步重要反应是 SO2 在 400~500℃ 下的催化氧化：
2SO2 + O2 ⇌ 2SO3
这是一个正反应放热的可逆反应。如果反应在密闭容器中进行，下列有关说法错误的是（ ）。
A. 使用催化剂是为了增大反应速率, 提高生产效率  
B. 在上述条件下, SO2 不可能 100% 地转化为 SO3   
C. 提高反应时的温度, 可以实现 SO2 的完全转化  
D. 通过调控反应条件, 可以提高该反应进行的程度",appears_in,第二节 化学反应的速率与限度
"1. 请根据已有知识和经验填写下表。
影响化学反应速率的条件 | 如何影响 | 实例
温度 | ______ | ______
浓度 | ______ | ______
固体的表面积 | ______ | ______
催化剂 | ______ | ______",appears_in,第二节 化学反应的速率与限度
化学能,appears_in,实验活动6 化学能转化成电能
电能,appears_in,实验活动6 化学能转化成电能
化学能转化成电能,appears_in,实验活动6 化学能转化成电能
氧化还原反应在原电池中的作用,appears_in,实验活动6 化学能转化成电能
原电池,appears_in,实验活动6 化学能转化成电能
原电池的构成要素,appears_in,实验活动6 化学能转化成电能
电极材料,appears_in,实验活动6 化学能转化成电能
电解质溶液（稀硫酸）,appears_in,实验活动6 化学能转化成电能
外电路与电流表,appears_in,实验活动6 化学能转化成电能
电极电势差与电流产生条件,appears_in,实验活动6 化学能转化成电能
原电池的工作原理,appears_in,实验活动6 化学能转化成电能
原电池组装的注意事项,appears_in,实验活动6 化学能转化成电能
不同金属作为电极的可行性,appears_in,实验活动6 化学能转化成电能
设计与搭建原电池实验装置,appears_in,实验活动6 化学能转化成电能
根据实验现象分析氧化还原过程,appears_in,实验活动6 化学能转化成电能
电极材料的实验（接触实验）,appears_in,实验活动6 化学能转化成电能
电极材料与稀硫酸的实验,appears_in,实验活动6 化学能转化成电能
原电池实验（锌、铜、石墨与稀硫酸）,appears_in,实验活动6 化学能转化成电能
说明原电池的工作原理和构成要素,appears_in,实验活动6 化学能转化成电能
铁片能否代替锌片,appears_in,实验活动6 化学能转化成电能
化学反应速率,appears_in,实验活动7 化学反应速率的影响因素
反应物浓度对化学反应速率的影响,appears_in,实验活动7 化学反应速率的影响因素
温度对化学反应速率的影响,appears_in,实验活动7 化学反应速率的影响因素
催化剂对化学反应速率的影响,appears_in,实验活动7 化学反应速率的影响因素
催化剂,appears_in,实验活动7 化学反应速率的影响因素
硫代硫酸钠与硫酸反应,appears_in,实验活动7 化学反应速率的影响因素
过氧化氢的分解反应,appears_in,实验活动7 化学反应速率的影响因素
改变反应条件调控化学反应速率,appears_in,实验活动7 化学反应速率的影响因素
反应条件,appears_in,实验活动7 化学反应速率的影响因素
铁与水蒸气的反应,appears_in,实验活动7 化学反应速率的影响因素
通过可观察现象比较化学反应速率,appears_in,实验活动7 化学反应速率的影响因素
控制变量法研究影响化学反应速率的因素,appears_in,实验活动7 化学反应速率的影响因素
浓度对化学反应速率的影响实验,appears_in,实验活动7 化学反应速率的影响因素
温度对化学反应速率的影响实验,appears_in,实验活动7 化学反应速率的影响因素
催化剂对化学反应速率的影响实验,appears_in,实验活动7 化学反应速率的影响因素
影响化学反应速率的三大因素,appears_in,实验活动7 化学反应速率的影响因素
铁与水与水蒸气反应的比较,appears_in,实验活动7 化学反应速率的影响因素
有机化合物,appears_in,第一节 认识有机化合物
无机化合物,appears_in,第一节 认识有机化合物
碳原子的成键特点,appears_in,第一节 认识有机化合物
碳链和碳环（碳骨架）,appears_in,第一节 认识有机化合物
有机化合物的多样性,appears_in,第一节 认识有机化合物
甲烷,appears_in,第一节 认识有机化合物
甲烷的空间结构,appears_in,第一节 认识有机化合物
烷烃,appears_in,第一节 认识有机化合物
烷烃的物理性质变化规律,appears_in,第一节 认识有机化合物
烷烃的燃烧反应,appears_in,第一节 认识有机化合物
烷烃的热分解,appears_in,第一节 认识有机化合物
取代反应,appears_in,第一节 认识有机化合物
甲烷与氯气的取代反应,appears_in,第一节 认识有机化合物
有机物的通性,appears_in,第一节 认识有机化合物
有机化合物的分类依据,appears_in,第一节 认识有机化合物
特征基团,appears_in,第一节 认识有机化合物
分子结构模型,appears_in,第一节 认识有机化合物
燃烧爆炸危险性（甲烷）,appears_in,第一节 认识有机化合物
一氯甲烷及其同系列氯代甲烷,appears_in,第一节 认识有机化合物
用结构式和电子式表示有机物结构,appears_in,第一节 认识有机化合物
利用分子结构模型认识空间结构,appears_in,第一节 认识有机化合物
从组成推断有机物物理性质变化趋势,appears_in,第一节 认识有机化合物
书写并配平有机物燃烧方程式,appears_in,第一节 认识有机化合物
根据反应现象判断反应类型,appears_in,第一节 认识有机化合物
甲烷与氯气在不同光照条件下的反应比较实验,appears_in,第一节 认识有机化合物
"甲烷分子中碳原子与氢原子形成4个共价键。根据甲烷的空间结构，下列说法正确的是（  ）
A. 5个原子在同一平面上
B. 4个C—H键的长度和强度不同
C. 4个C—H键之间的夹角相等，构成正四面体结构
D. 碳原子和4个氢原子共线排列",appears_in,第一节 认识有机化合物
"下列关于烷烃的说法中，正确的是（  ）
A. 烷烃都易溶于水
B. 烷烃的熔点、沸点和密度随碳原子数增加一般升高
C. 烷烃在通常情况下很活泼，能与强酸、强碱剧烈反应
D. 烷烃在任何条件下都不与卤素发生反应",appears_in,第一节 认识有机化合物
乙烯,appears_in,第二节 乙烯与有机高分子材料
烯烃,appears_in,第二节 乙烯与有机高分子材料
不饱和烃,appears_in,第二节 乙烯与有机高分子材料
饱和烃（烷烃）,appears_in,第二节 乙烯与有机高分子材料
炔烃,appears_in,第二节 乙烯与有机高分子材料
芳香烃,appears_in,第二节 乙烯与有机高分子材料
碳氢化合物（烃）,appears_in,第二节 乙烯与有机高分子材料
链状烃和环状烃,appears_in,第二节 乙烯与有机高分子材料
加成反应,appears_in,第二节 乙烯与有机高分子材料
聚合反应,appears_in,第二节 乙烯与有机高分子材料
加成聚合反应（加聚反应）,appears_in,第二节 乙烯与有机高分子材料
聚乙烯,appears_in,第二节 乙烯与有机高分子材料
单体,appears_in,第二节 乙烯与有机高分子材料
聚合物,appears_in,第二节 乙烯与有机高分子材料
